It took 23.9388029575 seconds to calculate the Mandelbrot graph.
It took 0.235138893127 seconds to dump the image.
         558867 function calls (553552 primitive calls) in 24.738 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
      397    0.000    0.000    0.000    0.000 font_manager.py:786(get_size_in_points)
      237    0.000    0.000    0.000    0.000 font_manager.py:1236(score_size)
      304    0.000    0.000    0.000    0.000 artist.py:789(get_agg_filter)
        8    0.000    0.000    0.000    0.000 collections.py:108(clear)
      154    0.000    0.000    0.000    0.000 deprecation.py:110(deprecated)
      149    0.000    0.000    0.000    0.000 inspect.py:51(ismodule)
        8    0.000    0.000    0.000    0.000 ticker.py:712(_set_orderOfMagnitude)
        6    0.000    0.000    0.000    0.000 transforms.py:2305(__init__)
       30    0.000    0.000    0.000    0.000 getlimits.py:27(_fr1)
        1    0.000    0.000    0.000    0.000 polar.py:837(PolarAxes)
        2    0.000    0.000    0.000    0.000 rcsetup.py:117(validate_path_exists)
        1    0.000    0.000    0.000    0.000 contour.py:56(ContourLabeler)
        1    0.000    0.000    0.000    0.000 geo.py:273(AitoffAxes)
        1    0.000    0.000    0.000    0.000 __config__.py:3(<module>)
        1    0.000    0.000    0.000    0.000 geo.py:324(HammerAxes)
      248    0.000    0.000    0.000    0.000 text.py:872(get_text)
       12    0.000    0.000    0.000    0.000 spines.py:148(get_patch_transform)
      290    0.000    0.000    0.000    0.000 artist.py:711(get_visible)
        1    0.000    0.000    0.000    0.000 os.py:35(_get_exports_list)
        1    0.000    0.000    0.000    0.000 image.py:204(__init__)
        3    0.000    0.000    0.000    0.000 {method 'any' of 'numpy.ndarray' objects}
       30    0.000    0.000    0.000    0.000 getlimits.py:19(_fr0)
        4    0.000    0.000    0.000    0.000 functools_lru_cache.py:10(update_wrapper)
      556    0.000    0.000    0.000    0.000 font_manager.py:763(get_weight)
        2    0.000    0.000    0.000    0.000 __init__.py:1804(<genexpr>)
        8    0.000    0.000    0.000    0.000 axis.py:875(_translate_tick_kw)
       16    0.000    0.000    0.000    0.000 axis.py:1577(set_minor_formatter)
        1    0.000    0.000    0.000    0.000 _cm.py:7(<module>)
        1    0.000    0.000    0.000    0.000 __init__.py:2399(sanitize_sequence)
       62    0.000    0.000    0.000    0.000 _inspect.py:146(<lambda>)
       26    0.000    0.000    0.000    0.000 posixpath.py:112(basename)
      297    0.000    0.000    0.000    0.000 {numpy.core._multiarray_umath.add_docstring}
        1    0.000    0.000    0.000    0.000 pyparsing.py:1571(addCondition)
       16    0.000    0.000    0.000    0.000 axis.py:1599(set_minor_locator)
       62    0.000    0.000    0.000    0.000 function_base.py:20(_index_deprecate)
       12    0.000    0.000    0.000    0.000 shape_base.py:83(atleast_2d)
        1    0.000    0.000    0.000    0.000 ufunclike.py:5(<module>)
        3    0.000    0.000    0.000    0.000 __init__.py:36(__deprecate_private_class)
        1    0.000    0.000    0.000    0.000 gridspec.py:266(get_subplot_params)
        1    0.000    0.000    0.000    0.000 docstring.py:1(<module>)
       32    0.000    0.000    0.000    0.000 warnings.py:380(__exit__)
        1    0.000    0.000    0.000    0.000 backend_bases.py:1770(__init__)
        3    0.000    0.000    0.000    0.000 core.py:306(minimum_fill_value)
        4    0.000    0.000    0.000    0.000 path.py:626(unit_rectangle)
      680    0.000    0.000    0.000    0.000 {method 'isalnum' of 'str' objects}
        1    0.000    0.000    0.000    0.000 __init__.py:350(__init__)
        1    0.000    0.000    0.000    0.000 contextlib.py:1(<module>)
       13    0.000    0.000    0.000    0.000 rcsetup.py:196(validate_axisbelow)
        7    0.000    0.000    0.000    0.000 _parser.py:315(_convert)
        1    0.000    0.000    0.000    0.000 pyplot.py:2016(colormaps)
       15    0.000    0.000    0.000    0.000 copy_reg.py:95(_slotnames)
        1    0.000    0.000    0.000    0.000 trirefine.py:3(<module>)
        1    0.000    0.000    0.000    0.000 pyparsing.py:288(conditionAsParseAction)
       32    0.000    0.000    0.000    0.000 warnings.py:343(__init__)
       24    0.000    0.000    0.000    0.000 transforms.py:392(intervalx)
      468    0.000    0.000    0.000    0.000 {method 'add' of 'set' objects}
       72    0.000    0.000    0.000    0.000 text.py:40(_wrap_text)
       64    0.000    0.000    0.000    0.000 {method 'rfind' of 'str' objects}
      237    0.000    0.000    0.000    0.000 font_manager.py:1180(score_variant)
       45    0.000    0.000    0.000    0.000 docstring.py:48(update)
       17    0.000    0.000    0.000    0.000 cycler.py:55(_process_keys)
       78    0.000    0.000    0.000    0.000 _internal.py:819(<genexpr>)
      138    0.000    0.000    0.000    0.000 pyparsing.py:2436(setWhitespaceChars)
        1    0.000    0.000    0.000    0.000 threading.py:1081(__init__)
      204    0.000    0.000    0.000    0.000 patches.py:1822(<genexpr>)
        2    0.000    0.000    0.000    0.000 {_ctypes.POINTER}
       62    0.000    0.000    0.000    0.000 numeric.py:2035(isscalar)
        2    0.000    0.000    0.000    0.000 transforms.py:1009(set)
      237    0.000    0.000    0.000    0.000 font_manager.py:1163(score_style)
        1    0.000    0.000    0.000    0.000 pyparsing.py:1351(ParserElement)
      169    0.000    0.000    0.000    0.000 {method 'remove' of 'list' objects}
       22    0.000    0.000    0.000    0.000 numeric.py:2758(geterr)
        8    0.000    0.000    0.000    0.000 core.py:3163(__getitem__)
      116    0.000    0.000    0.000    0.000 pyparsing.py:2531(__str__)
       11    0.000    0.000    0.000    0.000 pyparsing.py:5437(_escapeRegexRangeChars)
        8    0.000    0.000    0.000    0.000 core.py:211(_recursive_fill_value)
        1    0.000    0.000    0.000    0.000 getlimits.py:398(_init)
      112    0.000    0.000    0.000    0.000 {method 'replace' of 'str' objects}
        1    0.000    0.000    0.000    0.000 getopt.py:15(<module>)
      150    0.000    0.000    0.000    0.000 {method 'translate' of 'str' objects}
        1    0.000    0.000    0.000    0.000 colors.py:67(__init__)
        8    0.000    0.000    0.000    0.000 rcsetup.py:239(validate_fonttype)
        1    0.000    0.000    0.000    0.000 _dtype_ctypes.py:24(<module>)
        6    0.000    0.000    0.000    0.000 _common.py:13(tzname_in_python2)
        1    0.000    0.000    0.000    0.000 patches.py:2466(FancyBboxPatch)
        2    0.000    0.000    0.000    0.000 sre_parse.py:759(parse_template)
        1    0.000    0.000    0.000    0.000 geo.py:20(GeoAxes)
        1    0.000    0.000    0.000    0.000 token.py:1(<module>)
       16    0.000    0.000    0.000    0.000 _type_aliases.py:66(_bits_of)
       48    0.000    0.000    0.000    0.000 backend_bases.py:1103(set_linewidth)
        1    0.000    0.000    0.000    0.000 trifinder.py:1(<module>)
        8    0.000    0.000    0.000    0.000 text.py:1107(set_position)
       77    0.000    0.000    0.000    0.000 core.py:3349(dtype)
       10    0.000    0.000    0.000    0.000 __init__.py:1571(get_siblings)
        1    0.000    0.000    0.000    0.000 decimal.py:250(DivisionImpossible)
        7    0.000    0.000    0.000    0.000 threading.py:114(RLock)
       84    0.000    0.000    0.000    0.000 sre_compile.py:101(fixup)
       11    0.000    0.000    0.000    0.000 patches.py:351(set_linewidth)
       15    0.000    0.000    0.000    0.000 pyparsing.py:4844(__str__)
        1    0.000    0.000    0.000    0.000 path.py:26(Path)
       13    0.000    0.000    0.000    0.000 {numpy.empty}
       24    0.000    0.000    0.000    0.000 transforms.py:400(intervaly)
      134    0.000    0.000    0.000    0.000 six.py:88(__init__)
        1    0.000    0.000    0.000    0.000 _base.py:1931(add_image)
       16    0.000    0.000    0.000    0.000 pyparsing.py:852(__iadd__)
        4    0.000    0.000    0.000    0.000 pyparsing.py:2353(__invert__)
       14    0.000    0.000    0.000    0.000 pyparsing.py:4489(__str__)
      149    0.000    0.000    0.000    0.000 rcsetup.py:61(func)
        1    0.000    0.000    0.000    0.000 __init__.py:2678(_StringFuncParser)
        1    0.000    0.000    0.000    0.000 numerictypes.py:445(_construct_lookups)
       46    0.000    0.000    0.000    0.000 six.py:105(__init__)
        2    0.000    0.000    0.000    0.000 transforms.py:1510(get_matrix)
        1    0.000    0.000    0.000    0.000 _type_aliases.py:246(_set_array_types)
        1    0.000    0.000    0.000    0.000 core.py:3080(view)
        6    0.000    0.000    0.000    0.000 patches.py:373(set_linestyle)
        6    0.000    0.000    0.000    0.000 weakref.py:48(__init__)
      198    0.000    0.000    0.000    0.000 {_sre.getlower}
        2    0.000    0.000    0.000    0.000 figure.py:207(update)
      239    0.000    0.000    0.000    0.000 font_manager.py:780(get_size)
       14    0.000    0.000    0.000    0.000 __init__.py:144(_check_size)
        7    0.000    0.000    0.000    0.000 {method 'view' of 'numpy.ndarray' objects}
        1    0.000    0.000    0.000    0.000 backend_bases.py:212(export)
        3    0.000    0.000    0.000    0.000 decimal.py:3782(__init__)
        2    0.000    0.000    0.000    0.000 platform.py:1482(python_implementation)
       14    0.000    0.000    0.000    0.000 mixins.py:48(_numeric_methods)
       27    0.000    0.000    0.000    0.000 __init__.py:1015(is_url)
        1    0.000    0.000    0.000    0.000 nosetester.py:6(<module>)
        1    0.000    0.000    0.000    0.000 transforms.py:2126(IdentityTransform)
        4    0.000    0.000    0.000    0.000 _base.py:954(_set_artist_props)
        2    0.000    0.000    0.000    0.000 _base.py:1511(get_data_ratio)
       21    0.000    0.000    0.000    0.000 dist.py:119(<lambda>)
        8    0.000    0.000    0.000    0.000 transforms.py:1875(transform_point)
        4    0.000    0.000    0.000    0.000 pyparsing.py:4633(__init__)
        1    0.000    0.000    0.000    0.000 transforms.py:869(update_from_path)
        6    0.000    0.000    0.000    0.000 numerictypes.py:365(issubdtype)
       49    0.000    0.000    0.000    0.000 pyparsing.py:593(__getitem__)
       23    0.000    0.000    0.000    0.000 {method 'clear' of 'dict' objects}
        1    0.000    0.000    0.000    0.000 __init__.py:9(<module>)
       27    0.000    0.000    0.000    0.000 {_locale.nl_langinfo}
       36    0.000    0.000    0.000    0.000 transforms.py:2858(get_affine)
      148    0.000    0.000    0.000    0.000 {method 'setdefault' of 'dict' objects}
      282    0.000    0.000    0.000    0.000 pyparsing.py:3128(<genexpr>)
       30    0.000    0.000    0.000    0.000 transforms.py:2355(get_matrix)
       45    0.000    0.000    0.000    0.000 pyparsing.py:1446(setName)
       20    0.000    0.000    0.000    0.000 {zip}
      102    0.000    0.000    0.000    0.000 cycler.py:138(keys)
        2    0.000    0.000    0.000    0.000 _base.py:4109(get_children)
        7    0.000    0.000    0.000    0.000 pyparsing.py:3691(__init__)
        1    0.000    0.000    0.000    0.000 tricontour.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _pytesttester.py:29(<module>)
        1    0.000    0.000    0.000    0.000 {posix.urandom}
        1    0.000    0.000    0.000    0.000 geo.py:447(LambertAxes)
        1    0.000    0.000    0.000    0.000 umath.py:7(<module>)
        4    0.000    0.000    0.000    0.000 ufunclike.py:16(_deprecate_out_named_y)
        1    0.000    0.000    0.000    0.000 _parser.py:1377(_tzparser)
       15    0.000    0.000    0.000    0.000 core.py:1328(make_mask_descr)
        4    0.000    0.000    0.000    0.000 fontconfig_pattern.py:160(_property)
      278    0.000    0.000    0.000    0.000 transforms.py:1814(get_affine)
        2    0.000    0.000    0.000    0.000 fromnumeric.py:2252(cumsum)
      233    0.000    0.000    0.000    0.000 {method 'end' of '_sre.SRE_Match' objects}
       62    0.000    0.000    0.000    0.000 fromnumeric.py:2847(ndim)
       17    0.000    0.000    0.000    0.000 {method 'flatten' of 'numpy.ndarray' objects}
       16    0.000    0.000    0.000    0.000 pyparsing.py:3181(parseImpl)
       90    0.000    0.000    0.000    0.000 text.py:1227(get_usetex)
        1    0.000    0.000    0.000    0.000 tz.py:1470(__get_gettz)
      282    0.000    0.000    0.000    0.000 artist.py:940(sticky_edges)
        4    0.000    0.000    0.000    0.000 ticker.py:625(get_offset)
        2    0.000    0.000    0.000    0.000 platform.py:1379(_sys_version)
       84    0.000    0.000    0.000    0.000 lines.py:537(set_markevery)
      138    0.000    0.000    0.000    0.000 cycler.py:212(<genexpr>)
       12    0.000    0.000    0.000    0.000 patches.py:208(get_patch_transform)
       23    0.000    0.000    0.000    0.000 overrides.py:183(decorator)
       48    0.000    0.000    0.000    0.000 pyparsing.py:4017(<genexpr>)
      541    0.000    0.000    0.000    0.000 {globals}
        1    0.000    0.000    0.000    0.000 core.py:6283(__array_finalize__)
       84    0.000    0.000    0.000    0.000 path.py:249(simplify_threshold)
       30    0.000    0.000    0.000    0.000 cycler.py:225(__iter__)
       72    0.000    0.000    0.000    0.000 backend_agg.py:288(points_to_pixels)
       28    0.000    0.000    0.000    0.000 axis.py:215(get_tick_padding)
        3    0.000    0.000    0.000    0.000 core.py:357(maximum_fill_value)
       43    0.000    0.000    0.000    0.000 {method 'setter' of 'property' objects}
        2    0.000    0.000    0.000    0.000 _base.py:859(get_position)
        2    0.000    0.000    0.000    0.000 axis.py:2307(_update_offset_text_position)
        1    0.000    0.000    0.000    0.000 _factories.py:26(__init__)
        1    0.000    0.000    0.000    0.000 collections.py:1054(RegularPolyCollection)
        1    0.000    0.000    0.000    0.000 tritools.py:3(<module>)
        1    0.000    0.000    0.000    0.000 memmap.py:1(<module>)
        1    0.000    0.000    0.000    0.000 result.py:26(TestResult)
        1    0.000    0.000    0.000    0.000 figure.py:176(__init__)
        1    0.000    0.000    0.000    0.000 table.py:39(Cell)
       36    0.000    0.000    0.000    0.000 {method 'item' of 'numpy.generic' objects}
        1    0.000    0.000    0.000    0.000 nanfunctions.py:22(<module>)
        8    0.000    0.000    0.000    0.000 fromnumeric.py:1694(nonzero)
        1    0.000    0.000    0.000    0.000 geo.py:373(MollweideAxes)
        1    0.000    0.000    0.000    0.000 _type_aliases.py:154(_add_integer_aliases)
      134    0.000    0.000    0.000    0.000 figure.py:470(_get_dpi)
       86    0.000    0.000    0.000    0.000 backend_bases.py:1045(set_clip_path)
        6    0.000    0.000    0.000    0.000 core.py:293(_scalar_fill_value)
       42    0.000    0.000    0.000    0.000 pyparsing.py:696(haskeys)
